crash_date,crash_time,borough,zip_code,latitude,longitude,location,on_street_name,off_street_name,number_of_persons_injured,number_of_pedestrians_injured,number_of_pedestrians_killed,number_of_cyclist_injured,number_of_cyclist_killed,number_of_motorist_injured,number_of_motorist_killed,contributing_factor_vehicle_1,contributing_factor_vehicle_2,collision_id,vehicle_type_code1,cross_street_name,vehicle_type_code2,contributing_factor_vehicle_3,vehicle_type_code_3,contributing_factor_vehicle_4,vehicle_type_code_4,contributing_factor_vehicle_5,vehicle_type_code_5,CounDist,email
2026-05-31T00:00:00.000,15:00,QUEENS,11693.0,40.585377,-73.80962,"{""latitude"": ""40.585377"", ""longitude"": ""-73.80962"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}",BEACH 84 ST,SHORE FRONT PKWY,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4902861,Station Wagon/Sport Utility Vehicle,,,,,,,,,40.0,District40@council.nyc.gov
2026-05-31T00:00:00.000,22:40,QUEENS,11372.0,40.751064,-73.87224,"{""latitude"": ""40.751064"", ""longitude"": ""-73.87224"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}",95 ST,37 AVE,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,4903166,Pick-up Truck,,4 dr sedan,,,,,,,30.0,District30@council.nyc.gov
2026-05-31T00:00:00.000,18:10,QUEENS,11361.0,40.76268,-73.770515,"{""latitude"": ""40.76268"", ""longitude"": ""-73.770515"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}",42 AVE,BELL BLVD,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4903007,4 dr sedan,,4 dr sedan,,,,,,,45.0,District45@council.nyc.gov
2026-05-31T00:00:00.000,0:00,MANHATTAN,10039.0,40.823723,-73.94168,"{""latitude"": ""40.823723"", ""longitude"": ""-73.94168"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}",,,0,0,0,0,0,0,0,Unspecified,Unspecified,4902966,Van,301       W 146 ST,,,,,,,,35.0,District35@council.nyc.gov
2026-05-31T00:00:00.000,11:30,QUEENS,11101.0,40.748222,-73.948715,"{""latitude"": ""40.748222"", ""longitude"": ""-73.948715"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}",,,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4903191,4 dr sedan,11-36     44 DR,4 dr sedan,Unspecified,Station Wagon/Sport Utility Vehicle,,,,,48.0,IVernikov@council.nyc.gov
2026-05-31T00:00:00.000,21:50,BROOKLYN,11207.0,40.66491,-73.890335,"{""latitude"": ""40.66491"", ""longitude"": ""-73.890335"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}",,,0,0,0,0,0,0,0,Unspecified,Unspecified,4903134,Station Wagon/Sport Utility Vehicle,564       BRADFORD ST,Station Wagon/Sport Utility Vehicle,,,,,,,19.0,District19@council.nyc.gov
2026-05-31T00:00:00.000,3:22,MANHATTAN,10016.0,40.741276,-73.97534,"{""latitude"": ""40.741276"", ""longitude"": ""-73.97534"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}",E 30 ST,1 AVE,1,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,4902665,4 dr sedan,,BICY,,,,,,,14.0,District14@council.nyc.gov
2026-05-31T00:00:00.000,11:05,,,40.753456,-73.84954,"{""latitude"": ""40.753456"", ""longitude"": ""-73.84954"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}",ROOSEVELT AVE,STADIUM PL S,0,0,0,0,0,0,0,Following Too Closely,Unspecified,4903039,UTIL,,4 dr sedan,,,,,,,30.0,District30@council.nyc.gov
2026-05-31T00:00:00.000,4:44,QUEENS,11427.0,40.729534,-73.760056,"{""latitude"": ""40.729534"", ""longitude"": ""-73.760056"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}",HOLLIS HILLS TER,209 ST,1,0,0,0,0,1,0,Alcohol Involvement,,4902757,Station Wagon/Sport Utility Vehicle,,,,,,,,,18.0,District18@council.nyc.gov
2026-05-31T00:00:00.000,16:58,BRONX,10469.0,40.872585,-73.850395,"{""latitude"": ""40.872585"", ""longitude"": ""-73.850395"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}",,,4,0,0,0,0,4,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,4903360,Station Wagon/Sport Utility Vehicle,1255      E GUN HILL RD,4 dr sedan,,,,,,,24.0,District24@council.nyc.gov
2026-05-31T00:00:00.000,4:00,BROOKLYN,11226.0,40.643066,-73.95165,"{""latitude"": ""40.643066"", ""longitude"": ""-73.95165"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}",ROGERS AVE,CLARENDON RD,2,0,0,0,0,2,0,Unspecified,Unspecified,4902890,Taxi,,Station Wagon/Sport Utility Vehicle,,,,,,,20.0,district20@council.nyc.gov
2026-05-31T00:00:00.000,13:55,QUEENS,11377.0,40.739967,-73.89423,"{""latitude"": ""40.739967"", ""longitude"": ""-73.89423"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}",70 ST,QUEENS BLVD,2,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,4902799,Station Wagon/Sport Utility Vehicle,,4 dr sedan,,,,,,,48.0,IVernikov@council.nyc.gov
2026-05-31T00:00:00.000,21:30,QUEENS,11358.0,40.75766,-73.783936,"{""latitude"": ""40.75766"", ""longitude"": ""-73.783936"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}",,,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4903268,4 dr sedan,196-50    NORTHERN BLVD,,,,,,,,45.0,District45@council.nyc.gov
2026-05-31T00:00:00.000,9:55,MANHATTAN,10028.0,40.77696,-73.95955,"{""latitude"": ""40.77696"", ""longitude"": ""-73.95955"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}",PARK AVE,E 81 ST,0,0,0,0,0,0,0,Other Vehicular,Driver Inattention/Distraction,4902835,4 dr sedan,,4 dr sedan,,,,,,,14.0,District14@council.nyc.gov
2026-05-31T00:00:00.000,21:25,QUEENS,11419.0,40.685936,-73.825935,"{""latitude"": ""40.685936"", ""longitude"": ""-73.825935"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}",117 ST,LIBERTY AVE,1,1,0,0,0,0,0,Unspecified,,4903429,4 dr sedan,,,,,,,,,50.0,DCarr@council.nyc.gov
2026-05-31T00:00:00.000,18:09,,,40.691948,-73.81063,"{""latitude"": ""40.691948"", ""longitude"": ""-73.81063"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}",LIBERTY AVENUE,I 678,1,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,4902971,4 dr sedan,,BICY,,,,,,,50.0,DCarr@council.nyc.gov
2026-05-31T00:00:00.000,17:28,QUEENS,11368.0,40.753563,-73.8707,"{""latitude"": ""40.753563"", ""longitude"": ""-73.8707"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}",97 ST,35 AVE,1,0,0,0,0,1,0,Unspecified,Unspecified,4902914,UTIL,,Convertible,,,,,,,30.0,District30@council.nyc.gov
2026-05-31T00:00:00.000,0:28,,,40.634163,-74.12193,"{""latitude"": ""40.634163"", ""longitude"": ""-74.12193"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}",CASTLETON AVE,,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,4903110,Station Wagon/Sport Utility Vehicle,,4 dr sedan,,,,,,,39.0,District39@council.nyc.gov
2026-05-31T00:00:00.000,18:43,,,40.80119,-73.93003,"{""latitude"": ""40.80119"", ""longitude"": ""-73.93003"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}",FDR DRIVE,,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4902954,4 dr sedan,,4 dr sedan,,,,,,,42.0,District42@council.nyc.gov
2026-05-31T00:00:00.000,0:01,,,40.683094,-73.80576,"{""latitude"": ""40.683094"", ""longitude"": ""-73.80576"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}",VAN WYCK EXPWY,,2,0,0,0,0,2,0,Unspecified,Unspecified,4902709,4 dr sedan,,Station Wagon/Sport Utility Vehicle,,,,,,,50.0,DCarr@council.nyc.gov
2026-05-31T00:00:00.000,6:00,,,40.599243,-73.75249,"{""latitude"": ""40.599243"", ""longitude"": ""-73.75249"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}",BEACH 19 ST,,1,0,0,0,0,1,0,Unspecified,Unspecified,4902769,4 dr sedan,,4 dr sedan,,,,,,,51.0,District51@council.nyc.gov
2026-05-31T00:00:00.000,22:45,QUEENS,11427.0,40.722443,-73.74989,"{""latitude"": ""40.722443"", ""longitude"": ""-73.74989"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}",,,0,0,0,0,0,0,0,Unspecified,Unspecified,4903207,4 dr sedan,89-77     212 PL,4 dr sedan,,,,,,,18.0,District18@council.nyc.gov
2026-05-31T00:00:00.000,6:21,BRONX,10457.0,0.0,0.0,"{""latitude"": ""0.0"", ""longitude"": ""0.0"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}",,,1,0,0,0,0,1,0,Alcohol Involvement,Unspecified,4903078,Station Wagon/Sport Utility Vehicle,4026      PARK AVE,UN/T,,,,,,,,
2026-05-31T00:00:00.000,13:08,MANHATTAN,10024.0,40.790085,-73.9745,"{""latitude"": ""40.790085"", ""longitude"": ""-73.9745"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}",,,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4902911,Station Wagon/Sport Utility Vehicle,205       W 89 ST,,,,,,,,2.0,District2@council.nyc.gov
2026-05-31T00:00:00.000,18:45,BRONX,10466.0,40.889393,-73.83144,"{""latitude"": ""40.889393"", ""longitude"": ""-73.83144"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}",,,1,1,0,0,0,0,0,Driver Inattention/Distraction,,4903586,Station Wagon/Sport Utility Vehicle,3901      DYRE AVE,,,,,,,,24.0,District24@council.nyc.gov
2026-05-31T00:00:00.000,12:20,MANHATTAN,10023.0,40.78028,-73.98152,"{""latitude"": ""40.78028"", ""longitude"": ""-73.98152"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}",BROADWAY,W 74 ST,1,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,4902782,Motorcycle,,4 dr sedan,,,,,,,2.0,District2@council.nyc.gov
2026-05-31T00:00:00.000,15:23,BROOKLYN,11230.0,40.630592,-73.9755,"{""latitude"": ""40.630592"", ""longitude"": ""-73.9755"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}",WEBSTER AVE,SETON PL,1,1,0,0,0,0,0,Unspecified,,4902843,Station Wagon/Sport Utility Vehicle,,,,,,,,,22.0,District22@council.nyc.gov
2026-05-31T00:00:00.000,15:23,BROOKLYN,11230.0,40.630592,-73.9755,"{""latitude"": ""40.630592"", ""longitude"": ""-73.9755"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}",WEBSTER AVE,SETON PL,1,1,0,0,0,0,0,Unspecified,,4902843,Station Wagon/Sport Utility Vehicle,,,,,,,,,41.0,District41@council.nyc.gov
2026-05-31T00:00:00.000,21:14,QUEENS,11373.0,40.740757,-73.890274,"{""latitude"": ""40.740757"", ""longitude"": ""-73.890274"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}",74 ST,45 AVE,1,1,0,0,0,0,0,Failure to Yield Right-of-Way,,4903034,Station Wagon/Sport Utility Vehicle,,,,,,,,,9.0,district9@council.nyc.gov
2026-05-31T00:00:00.000,0:10,QUEENS,11421.0,40.688946,-73.85321,"{""latitude"": ""40.688946"", ""longitude"": ""-73.85321"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}",90 ST,91 AVE,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,4903393,Station Wagon/Sport Utility Vehicle,,FIRE,,,,,,,40.0,District40@council.nyc.gov
2026-05-31T00:00:00.000,23:50,MANHATTAN,10032.0,40.841866,-73.93617,"{""latitude"": ""40.841866"", ""longitude"": ""-73.93617"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}",,,0,0,0,0,0,0,0,Unspecified,Unspecified,4902985,4 dr sedan,504       W 171 ST,,,,,,,,36.0,District36@council.nyc.gov
2026-05-31T00:00:00.000,21:02,QUEENS,11432.0,40.70894,-73.7859,"{""latitude"": ""40.70894"", ""longitude"": ""-73.7859"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}",,,1,0,0,0,0,1,0,Alcohol Involvement,Unspecified,4903014,4 dr sedan,91-13     175 ST,Pick-up Truck,Unspecified,4 dr sedan,Unspecified,4 dr sedan,,,4.0,KPowers@council.nyc.gov
2026-05-31T00:00:00.000,22:00,QUEENS,11354.0,40.76276,-73.8226,"{""latitude"": ""40.76276"", ""longitude"": ""-73.8226"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}",PARSONS BLVD,38 AVE,1,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,4903551,Van,,ESST,,,,,,,29.0,District29@council.nyc.gov
2026-05-31T00:00:00.000,15:31,MANHATTAN,10025.0,40.805393,-73.96339,"{""latitude"": ""40.805393"", ""longitude"": ""-73.96339"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}",,,0,0,0,0,0,0,0,Unspecified,Unspecified,4902849,DLR,517       W 113 ST,4 dr sedan,,,,,,,3.0,District3@council.nyc.gov
2026-05-31T00:00:00.000,11:00,STATEN ISLAND,10304.0,40.618553,-74.08,"{""latitude"": ""40.618553"", ""longitude"": ""-74.08"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}",VANDERBILT AVE,PARK HILL LN,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4903242,Station Wagon/Sport Utility Vehicle,,,,,,,,,39.0,District39@council.nyc.gov
2026-05-31T00:00:00.000,4:20,,,40.714794,-73.95728,"{""latitude"": ""40.714794"", ""longitude"": ""-73.95728"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}",ROEBLING ST,N 4 ST,1,0,0,1,0,0,0,Traffic Control Disregarded,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,4902943,BICY,,4 dr sedan,,,,,,,23.0,District23@council.nyc.gov
2026-05-31T00:00:00.000,1:34,MANHATTAN,10009.0,0.0,0.0,"{""latitude"": ""0.0"", ""longitude"": ""0.0"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}",,,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,4902733,2 dr sedan,231       E 2 ST,Station Wagon/Sport Utility Vehicle,,,,,,,,
2026-05-31T00:00:00.000,8:06,,,40.8464,-73.89337,"{""latitude"": ""40.8464"", ""longitude"": ""-73.89337"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}",ARTHUR AVE,E TREMONT AVE,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Other Vehicular,4902804,4 dr sedan,,FLAT,,,,,,,31.0,District31@council.nyc.gov
2026-05-31T00:00:00.000,5:27,QUEENS,11370.0,40.75563,-73.896,"{""latitude"": ""40.75563"", ""longitude"": ""-73.896"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}",,,1,0,0,0,0,1,0,Unsafe Speed,Unspecified,4902740,Van,32-32     71 ST,Station Wagon/Sport Utility Vehicle,,,,,,,9.0,district9@council.nyc.gov
2026-05-31T00:00:00.000,14:00,BRONX,10470.0,40.90262,-73.84935,"{""latitude"": ""40.90262"", ""longitude"": ""-73.84935"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}",,,1,0,0,0,0,1,0,Following Too Closely,Unspecified,4903358,4 dr sedan,724       E 241 ST,4 dr sedan,Unspecified,School Bus,,,,,37.0,District37@council.nyc.gov
2026-05-31T00:00:00.000,4:49,BRONX,10453.0,40.858707,-73.903694,"{""latitude"": ""40.858707"", ""longitude"": ""-73.903694"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}",JEROME AVE,E 183 ST,1,1,0,0,0,0,0,Unspecified,,4903344,,,,,,,,,,46.0,District46@council.nyc.gov
2026-05-31T00:00:00.000,19:18,,,40.72972,-73.74997,"{""latitude"": ""40.72972"", ""longitude"": ""-73.74997"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}",GRAND CENTRAL PKWY,,5,0,0,0,0,5,0,Driver Inattention/Distraction,Unspecified,4902930,4 dr sedan,,Station Wagon/Sport Utility Vehicle,,,,,,,18.0,District18@council.nyc.gov
2026-05-31T00:00:00.000,1:25,QUEENS,11385.0,40.713764,-73.9181,"{""latitude"": ""40.713764"", ""longitude"": ""-73.9181"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}",,,1,0,0,0,0,1,0,Unspecified,Unspecified,4902877,Station Wagon/Sport Utility Vehicle,48-05     METROPOLITAN AVE,Station Wagon/Sport Utility Vehicle,Unspecified,4 dr sedan,Unspecified,4 dr sedan,,,49.0,District49@council.nyc.gov
2026-05-31T00:00:00.000,2:30,,,40.804012,-73.93097,"{""latitude"": ""40.804012"", ""longitude"": ""-73.93097"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}",HARLEM RIVER DRIVE,,0,0,0,0,0,0,0,Unspecified,Unspecified,4902982,Station Wagon/Sport Utility Vehicle,,4 dr sedan,,,,,,,42.0,District42@council.nyc.gov
2026-05-31T00:00:00.000,17:01,MANHATTAN,10033.0,40.84812,-73.930885,"{""latitude"": ""40.84812"", ""longitude"": ""-73.930885"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}",W 181 ST,AMSTERDAM AVE,0,0,0,0,0,0,0,52,Driver Inattention/Distraction,4903031,Station Wagon/Sport Utility Vehicle,,Station Wagon/Sport Utility Vehicle,,,,,,,36.0,District36@council.nyc.gov
2026-05-31T00:00:00.000,4:51,,,40.677357,-73.89622,"{""latitude"": ""40.677357"", ""longitude"": ""-73.89622"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}",FULTON ST,,2,0,0,0,0,2,0,Unspecified,,4902792,4 dr sedan,,,,,,,,,28.0,SpeakerAdams@council.nyc.gov
2026-05-31T00:00:00.000,13:43,,,40.594193,-73.77027,"{""latitude"": ""40.594193"", ""longitude"": ""-73.77027"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}",ROCKAWAY FWY,,1,0,0,0,0,1,0,Unspecified,Unspecified,4902838,4 dr sedan,,Station Wagon/Sport Utility Vehicle,,,,,,,51.0,District51@council.nyc.gov
2026-05-31T00:00:00.000,7:22,BROOKLYN,11203.0,40.655945,-73.94146,"{""latitude"": ""40.655945"", ""longitude"": ""-73.94146"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}",E 39 ST,CLARKSON AVE,1,0,0,0,0,1,0,Unspecified,Unspecified,4902939,Station Wagon/Sport Utility Vehicle,,Station Wagon/Sport Utility Vehicle,Unspecified,4 dr sedan,,,,,22.0,District22@council.nyc.gov
2026-05-31T00:00:00.000,7:22,BROOKLYN,11203.0,40.655945,-73.94146,"{""latitude"": ""40.655945"", ""longitude"": ""-73.94146"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}",E 39 ST,CLARKSON AVE,1,0,0,0,0,1,0,Unspecified,Unspecified,4902939,Station Wagon/Sport Utility Vehicle,,Station Wagon/Sport Utility Vehicle,Unspecified,4 dr sedan,,,,,41.0,District41@council.nyc.gov
2026-05-31T00:00:00.000,10:50,,,40.698895,-73.91752,"{""latitude"": ""40.698895"", ""longitude"": ""-73.91752"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}",MYRTLE AVE,,2,2,0,0,0,0,0,Failure to Yield Right-of-Way,,4902761,Station Wagon/Sport Utility Vehicle,,,,,,,,,28.0,SpeakerAdams@council.nyc.gov
2026-05-31T00:00:00.000,22:50,MANHATTAN,10016.0,40.748886,-73.97584,"{""latitude"": ""40.748886"", ""longitude"": ""-73.97584"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}",E 39 ST,3 AVE,1,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,4903197,BICY,,4 dr sedan,,,,,,,14.0,District14@council.nyc.gov
